time_nd num_y_vel_nd
0.0 -0.0
0.999987562688064 0.4999968713479887
0.9999998395185554 0.5000000368076705
1.9999744032096283 0.7499968529441532
2.0000004012036103 0.750000018403835
2.999961965897692 0.874997690318662
3.0000002407221658 0.875000046009588
3.999949528585756 0.937498440274953
4.000000080240721 0.9375000598124645
4.999936369107321 0.9687490360991227
4.999999919759277 0.9687500667139028
5.999923931795384 0.9843744076265489
6.0000004814443315 0.9843750701646219
6.999910772316949 0.9921872038132743
7.0000003209628865 0.9921875718899814
7.999898335005012 0.996093601906637
8.000000160481441 0.9960938227526612
8.999885175526577 0.9980467641456475
8.999999999999998 0.9980469113763304
9.999872738214641 0.9990234188804943
9.999999117352052 0.9990234924958357
