time_nd num_y_vel_nd
0.0 -0.0
0.19999751253761278 0.16666491216769566
0.39999502507522555 0.3055526211662509
0.5999925376128383 0.42129264858796556
0.7999900501504511 0.5177428064008538
0.999987562688064 0.5981181710268417
1.1999850752256767 0.665097825586852
1.3999825877632894 0.7209143025406491
1.5999793781344025 0.7674280824123745
1.7999768906720157 0.8061897251387187
1.9999744032096283 0.8384910327312208
2.199971915747241 0.8654089240197653
2.399969428284854 0.8878405491704467
2.599966940822467 0.9065336192062422
2.79996373119358 0.9221112143770758
2.9999612437311924 0.9350926173014452
3.199958756268805 0.9459103917256353
3.3999562688064184 0.9549252528226878
3.5999537813440314 0.9624376248010081
3.799951293881644 0.9686979470521653
3.9999488064192565 0.9739148454537921
4.19994559679037 0.9782623466730462
4.399943109327983 0.9818853257018759
4.599940621865596 0.9849044380848966
4.799938134403209 0.9874203159938527
4.999935646940821 0.9895169545333243
5.199933159478434 0.9912641410469938
5.399929949849547 0.9927201052699378
5.59992746238716 0.9939334333275051
5.799925697091272 0.9949444664268029
5.999923209628885 0.9957870676248927
6.199920722166497 0.9964892107515202
6.399918234704111 0.9970743791006041
6.599915747241723 0.9975619335069423
6.799913981945835 0.9979682901916755
6.999911494483448 0.9983069207622864
7.199909007021062 0.9985890883660151
7.399907241725174 0.9988242157665654
7.599904754262786 0.999020179805471
7.799902266800399 0.9991834586327787
7.999900501504512 0.9993196470144374
8.199898014042123 0.9994330146402506
8.399895526579737 0.9995274631233144
8.59989303911735 0.9996062315386522
8.799891273821462 0.9996718964232142
8.999888786359074 0.999726592621902
9.199886298896686 0.9997721605182516
9.3998845336008 0.9998101460344331
9.599882046138413 0.999841800631251
9.799879558676025 0.9998682285388271
9.999877793380138 0.9998901659105753
