time ang_bar 
0.0 90.0 
0.12503836799999996 94.3801445014962 
0.2500771103999999 83.83786489340214 
0.3751154783999999 69.27824027353215 
0.5001542207999998 72.97861273869134 
0.6251925887999998 86.39294172573791 
0.7502309567999998 90.2433331571211 
0.8752696991999998 86.39581956181993 
1.0003080671999998 84.15489107614559 
1.1253464351999998 76.63661814551526 
1.2503848031999998 79.41837319708709 
1.3754235455999997 76.33203724862204 
1.5004619135999997 83.93390715349004 
1.6255006559999996 81.72402766319972 
1.7505393983999995 76.35544836737682 
1.8755777663999995 75.12217463352516 
2.0006165087999994 80.22300868841066 
2.125654876799999 85.31560220966313 
2.2506936191999993 75.54829883845493 
2.375731987199999 81.37197043779271 
2.5007707295999992 90.89463897253167 
2.625809097599999 85.96820624779903 
2.750847839999999 83.02770131583135 
2.8758862079999994 72.74990074422413 
3.000924950399999 76.90392139472688 
3.1259633183999993 76.99910555835748 
3.251001311999999 76.89126718790487 
3.3760396799999994 85.81653031576248 
3.5010784223999996 85.14366446240346 
3.626116790399999 73.96830923732423 
3.751155158399999 75.68743589205354 
3.876193526399999 84.3343705305098 
4.001231894399999 81.01645012678537 
4.1262702623999985 78.56560979728481 
4.251308630399999 79.4776269310501 
4.376346998399999 76.8331852620958 
4.501385366399998 77.811775065083 
4.6264237343999985 82.82099962425139 
4.751462102399999 81.12988434230891 
4.876500470399999 84.28421405135092 
5.001538838399998 83.32952899489628 
5.126577206399999 78.41120242052395 
5.251615948799999 78.52830323584547 
5.376654316799999 81.8626532006602 
5.501692684799998 70.54732819687116 
5.6267310527999985 76.13323695783374 
5.751769420799998 77.13381540553267 
5.876807788799999 79.75370222893328 
6.001846531199998 82.51350557052666 
6.1268852735999975 79.049277979275 
6.2519240159999985 83.8043673648217 
6.376962758399998 80.23426467402035 
6.502001126399998 76.92455626968193 
6.627040243199998 75.95493900431967 
6.752079359999999 76.26541456174031 
6.877117727999997 85.7553568857747 
7.002156844799999 78.55167033215788 
7.127195212799998 82.99435207776607 
7.2522343295999985 85.81972770449721 
7.377272697599998 84.24022393770764 
7.502311814399999 74.4809209729796 
7.627350182399997 79.18731774238789 
7.752389299199998 76.90287254640322 
7.877427667199997 78.21335233472459 
8.002466784 77.54646571512751 
8.127505151999998 79.8070976128868 
8.252544268799998 76.541975490932 
8.377582636799998 79.90528149904334 
8.502621753599996 76.74118459180485 
8.627660121599996 72.4082966766376 
8.752699238399996 75.2402360368455 
8.877737606399997 79.55032704675394 
9.002776723199997 88.597942386214 
9.127815091199997 79.54423312477161 
9.252854207999997 79.77609514348909 
9.377892575999997 73.11588165539466 
