time x_vel_bar y_vel_bar z_vel_bar 
0.0 0.0 0.0 0.0 
0.12503836799999996 0.0 0.0 0.0 
0.2500771103999999 0.0 0.0 0.0 
0.3751154783999999 0.0 0.0 0.0 
0.5001542207999998 0.0 0.0 0.0 
0.6251925887999998 0.0 0.0 0.0 
0.7502309567999998 0.0 0.0 0.0 
0.8752696991999998 0.0 0.0 0.0 
1.0003080671999998 0.0 0.0 0.0 
1.1253464351999998 0.0 0.0 0.0 
1.2503848031999998 0.0 0.0 0.0 
1.3754235455999997 0.0 0.0 0.0 
1.5004619135999997 0.0 0.0 0.0 
1.6255006559999996 0.0 0.0 0.0 
1.7505393983999995 0.0 0.0 0.0 
1.8755777663999995 0.0 0.0 0.0 
2.0006165087999994 0.0 0.0 0.0 
2.125654876799999 0.0 0.0 0.0 
2.2506936191999993 0.0 0.0 0.0 
2.375731987199999 0.0 0.0 0.0 
2.5007707295999992 0.0 0.0 0.0 
2.625809097599999 0.0 0.0 0.0 
2.750847839999999 0.0 0.0 0.0 
2.8758862079999994 0.0 0.0 0.0 
3.000924950399999 0.0 0.0 0.0 
3.1259633183999993 0.0 0.0 0.0 
3.251001311999999 0.0 0.0 0.0 
3.3760396799999994 0.0 0.0 0.0 
3.5010784223999996 0.0 0.0 0.0 
3.626116790399999 0.0 0.0 0.0 
3.751155158399999 0.0 0.0 0.0 
3.876193526399999 0.0 0.0 0.0 
4.001231894399999 0.0 0.0 0.0 
4.1262702623999985 0.0 0.0 0.0 
4.251308630399999 0.0 0.0 0.0 
4.376346998399999 0.0 0.0 0.0 
4.501385366399998 0.0 0.0 0.0 
4.6264237343999985 0.0 0.0 0.0 
4.751462102399999 0.0 0.0 0.0 
4.876500470399999 0.0 0.0 0.0 
5.001538838399998 0.0 0.0 0.0 
5.126577206399999 0.0 0.0 0.0 
5.251615948799999 0.0 0.0 0.0 
5.376654316799999 0.0 0.0 0.0 
5.501692684799998 0.0 0.0 0.0 
5.6267310527999985 0.0 0.0 0.0 
5.751769420799998 0.0 0.0 0.0 
5.876807788799999 0.0 0.0 0.0 
6.001846531199998 0.0 0.0 0.0 
6.1268852735999975 0.0 0.0 0.0 
6.2519240159999985 0.0 0.0 0.0 
6.376962758399998 0.0 0.0 0.0 
6.502001126399998 0.0 0.0 0.0 
6.627040243199998 0.0 0.0 0.0 
6.752079359999999 0.0 0.0 0.0 
6.877117727999997 0.0 0.0 0.0 
7.002156844799999 0.0 0.0 0.0 
7.127195212799998 0.0 0.0 0.0 
7.2522343295999985 0.0 0.0 0.0 
7.377272697599998 0.0 0.0 0.0 
7.502311814399999 0.0 0.0 0.0 
7.627350182399997 0.0 0.0 0.0 
7.752389299199998 0.0 0.0 0.0 
7.877427667199997 0.0 0.0 0.0 
8.002466784 0.0 0.0 0.0 
8.127505151999998 0.0 0.0 0.0 
8.252544268799998 0.0 0.0 0.0 
8.377582636799998 0.0 0.0 0.0 
8.502621753599996 0.0 0.0 0.0 
8.627660121599996 0.0 0.0 0.0 
8.752699238399996 0.0 0.0 0.0 
8.877737606399997 0.0 0.0 0.0 
9.002776723199997 0.0 0.0 0.0 
9.127815091199997 0.0 0.0 0.0 
9.252854207999997 0.0 0.0 0.0 
9.377892575999997 0.0 0.0 0.0 
9.502931692799997 0.0 0.0 0.0 
9.627970060799997 0.0 0.0 0.0 
9.753009177599997 0.0 0.0 0.0 
9.878047545599998 0.0 0.0 0.0 
10.003086662399996 0.0 0.0 0.0 
10.128125030399996 0.0 0.0 0.0 
10.253164147199996 0.0 0.0 0.0 
10.378202515199996 0.0 0.0 0.0 
10.503241631999996 0.0 0.0 0.0 
10.628279999999997 0.0 0.0 0.0 
10.753319116799997 0.0 0.0 0.0 
10.878357484799997 0.0 0.0 0.0 
11.003396601599997 0.0 0.0 0.0 
11.128434969599997 0.0 0.0 0.0 
11.253474086399997 0.0 0.0 0.0 
11.378512454399997 0.0 0.0 0.0 
11.503551571199996 0.0 0.0 0.0 
11.628589939199996 0.0 0.0 0.0 
11.753629055999996 0.0 0.0 0.0 
11.878667423999996 0.0 0.0 0.0 
12.003705791999996 0.0 0.0 0.0 
12.128744159999997 0.0 0.0 0.0 
12.253781779199997 0.0 0.0 0.0 
12.378820147199997 0.0 0.0 0.0 
12.503857766399996 1.303694 0.434044 -1.249013 
12.628895385599996 0.982446 3.917931 -0.39386 
12.753934502399996 -0.306393 4.260751 -0.195121 
12.878972121599997 0.255771 0.729468 2.542201 
13.004009740799995 1.584479 -0.551832 6.174581 
13.129048857599997 3.818523 0.256168 -4.889069 
13.254086476799996 2.16612 -1.018696 -2.575201 
13.379124095999996 -0.598014 2.241634 0.051979 
13.504161715199995 1.712005 0.854023 5.692986 
13.629200831999997 -0.480738 -0.397588 4.993211 
13.754238451199996 0.36741 -0.069093 -1.687882 
13.879276070399996 2.594368 1.258855 -0.581094 
14.004313689599998 1.701438 2.344239 0.658608 
14.129352806399996 1.192339 1.561887 3.22518 
14.254390425599995 1.353704 -0.186942 7.078778 
14.379428044799997 2.249222 0.023645 -8.759499 
14.504467161599996 3.438633 -0.813509 -2.08488 
14.629504780799996 3.366429 -0.652242 4.705201 
14.754542399999995 1.858706 -0.26879 7.147802 
14.879580019199997 -0.003471 -0.482263 -0.034356 
15.004619135999995 3.799536 -0.405786 -4.432432 
15.129656755199994 0.561995 0.489828 -0.762731 
15.254694374399996 1.878891 -2.516434 2.027841 
15.379733491199994 0.936141 -0.912547 2.154193 
15.504771110399995 0.228874 -0.052596 2.74984 
15.629808729599997 0.977488 0.317831 -4.145684 
15.754846348799996 0.781214 3.865701 0.241177 
15.879885465599994 3.899697 0.871756 2.352232 
16.004923084799998 1.025271 0.472285 0.575117 
16.129960703999995 -0.171516 -0.353706 3.247386 
16.254999820799995 1.926246 2.643399 -1.403056 
16.380037439999995 4.274524 0.31916 -2.258763 
16.505075059199996 0.633627 2.96236 0.821197 
16.630112678399996 -1.469408 2.353251 -1.174994 
16.755151795199993 1.772977 -0.472153 5.407814 
16.880189414399997 1.358286 -0.149549 -8.586368 
17.005227033599997 4.172421 0.655912 -1.614647 
17.130264652799994 3.631212 0.259552 2.991381 
17.255303769599998 0.397663 0.155743 4.423717 
17.380341388799994 0.012597 0.322581 0.224653 
17.505379007999995 1.624552 -0.721067 -4.763083 
17.630418124799995 3.828779 0.771037 -1.494242 
17.755455743999995 4.597342 -0.381429 -0.848056 
17.880493363199996 -0.64042 -0.933991 -1.343513 
18.005530982399996 1.818738 0.102487 8.61262 
18.130570099199996 2.011847 -2.126524 -2.607621 
18.255607718399997 1.23267 -3.143595 -0.41849 
18.380645337599994 0.237811 -4.290936 -0.018749 
18.505684454399997 0.385185 -3.822859 0.308384 
18.630722073599994 -0.188557 -0.284211 -2.63388 
18.755759692799995 0.60282 4.171986 -0.159198 
18.880797311999995 1.281564 3.626343 0.49622 
19.005836428799995 -1.517792 2.287387 -1.043895 
19.130874047999995 -0.237651 2.707329 -0.651656 
19.255911667199996 0.504836 0.357499 2.906603 
19.380949286399993 2.165045 2.610325 -1.343654 
19.505988403199996 -0.900845 3.743898 -0.308287 
19.631026022399993 0.463815 3.348374 0.648821 
19.756063641599994 -0.566243 2.331173 -1.42787 
19.881102758399994 0.008092 0.028559 1.884604 
20.006140377599994 1.770875 -0.372673 -1.044491 
20.131177996799995 -2.452324 0.954601 -0.15283 
20.256215615999995 4.104925 -0.570475 1.012722 
20.381254732799995 0.387125 1.326661 1.244945 
20.506292351999992 0.0073 -0.186823 -0.056554 
20.631329971199992 -0.915232 -0.942766 3.841985 
20.756369087999992 -2.055462 1.754807 0.414114 
20.881406707199993 -1.810987 -1.603442 -1.871271 
21.006444326399993 0.980194 -0.036327 4.801084 
21.131481945599994 0.037887 0.015039 -3.963203 
21.256521062399994 0.35156 -2.825576 -0.736413 
21.381558681599994 0.940273 -2.308322 0.480486 
21.506596300799995 0.550345 -1.247359 0.585459 
21.631635417599995 -0.590167 -1.295005 -1.871217 
21.75667303679999 0.090816 0.337732 -1.975784 
21.881710655999996 -0.175633 4.633131 0.042333 
22.006748275199996 0.476259 4.052455 0.07522 
22.131787391999993 -3.259852 0.224713 1.051748 
22.256825011199997 -0.3571 1.45467 -1.306134 
22.381862630399993 0.645154 0.668568 3.216801 
22.506900249599994 -1.103819 1.356547 -0.016223 
22.631939366399994 -0.419962 2.36684 -0.342013 
22.756976985599994 -0.26489 1.64619 -0.488158 
22.882014604799995 -1.187078 1.239887 -4.088403 
23.00705372159999 -1.92002 -0.392555 -5.348297 
23.132091340799995 -2.749264 -1.009832 0.69857 
23.257128959999996 -3.657984 0.219516 1.593385 
23.382166579199993 -1.663031 -2.102456 -1.706709 
23.507205695999996 -1.759237 2.580229 -1.944817 
23.632243315199993 -0.599591 0.429681 -5.501271 
23.757280934399994 -0.338858 -2.402389 1.033191 
23.882320051199994 -0.505002 1.56038 -0.140179 
24.00735767039999 0.136801 -0.840945 0.281871 
24.13239528959999 0.652335 -0.701963 1.716236 
24.257432908799995 0.78984 -0.523718 4.169532 
24.38247202559999 -0.615045 -2.7046 0.000216 
24.507509644799992 1.97705 -2.263828 -1.901547 
24.632547263999996 -1.815343 -1.311259 -3.494833 
24.757584883199996 0.424536 0.259451 1.192296 
24.88262399999999 -0.080175 -2.116896 -0.327626 
25.007661619199997 1.13607 -0.418854 -0.248055 
25.132699238399994 -1.025214 3.300343 -0.136769 
25.257736857599994 0.317394 3.433244 0.554083 
25.382774476799995 0.178488 -3.190966 -0.223952 
25.50781509119999 -1.049904 0.477037 5.286604 
25.63285271039999 2.8005 -0.818172 -4.764511 
25.75789032959999 0.671047 -2.057913 -1.390978 
25.882927948799995 -4.904256 0.082146 -0.269636 
26.007965567999996 -1.071656 -0.866328 3.29933 
26.133003187199993 -0.420884 -1.998382 -0.086496 
26.258040806399993 0.528257 0.150798 6.653354 
26.38308142079999 -1.100964 1.431846 -0.103462 
26.50811903999999 -1.767511 2.386245 -1.878298 
26.633156659199994 0.250785 -1.060929 -1.728961 
26.758194278399994 -1.444881 1.392507 2.795086 
26.883231897599995 -1.848044 0.091404 -8.029737 
27.008269516799995 1.821927 -1.884819 -1.450569 
27.133307135999992 0.173632 -0.097582 5.022589 
27.25834775039999 -1.650954 0.467123 3.226372 
27.383385369599996 2.327757 0.791609 -5.308302 
27.508422988799996 2.950994 0.68897 -4.0361 
27.633460607999993 -1.74899 1.596586 3.723495 
27.758498227199993 0.137462 -1.493312 0.626307 
27.883535846399994 0.140704 -0.032047 -6.034158 
28.008573465599994 1.922428 -1.609994 -3.197535 
28.13361407999999 0.055503 -0.238728 -1.593123 
28.258651699199994 0.748664 2.732689 1.543565 
28.383689318399995 2.690423 -0.60028 6.127201 
28.508726937599995 0.922298 -2.085731 0.735888 
28.633764556799992 -1.769504 -2.648367 1.129659 
28.758802175999993 1.422004 2.656655 0.047257 
28.883839795199993 4.785269 -0.129921 -1.775762 
29.00887741439999 -0.40972 0.817936 -2.651116 
29.133918028799993 -4.16319 0.197714 -4.651469 
29.258955647999993 -0.198705 0.623379 2.36757 
29.383993267199994 -1.999587 -0.05347 -5.790134 
29.50903088639999 4.278258 0.638952 -0.566185 
29.63406850559999 1.76438 -0.159117 5.833864 
29.75910612479999 -0.53573 -0.573647 0.442171 
29.884143743999992 1.395318 -2.223428 -2.659551 
30.00918435839999 0.089766 0.016421 -1.108775 
30.134221977599992 2.818189 2.171701 -0.337435 
30.259259596799993 4.772699 -0.179678 -0.966822 
30.384297215999993 -1.050491 -0.123763 -8.387542 
30.50933483519999 -2.803354 -0.063336 6.360963 
30.63437245439999 1.914068 -2.051495 -1.984257 
30.75941007359999 0.51257 -3.472137 0.090465 
30.884450687999994 -0.306952 -4.681638 -0.035985 
31.00948830719999 -0.235893 -3.827891 -0.319337 
31.13452592639999 2.449091 0.0732 -8.084904 
31.259563545599992 0.682555 2.269466 1.133269 
31.384601164799992 1.653583 1.18457 4.601522 
31.50963878399999 -2.637365 -0.753467 -4.935336 
31.63467640319999 -0.039552 0.070972 -3.53139 
31.759717017599993 -0.446397 1.11421 2.428965 
31.884754636799993 3.056247 1.626351 1.673665 
32.00979225599999 -1.60034 1.737582 -3.569606 
32.13482987519999 0.074733 0.803223 0.718146 
32.25986749439999 -0.310873 0.331497 -4.79846 
32.38490511359999 -0.803396 -2.533993 1.176716 
32.50994273279999 1.747649 -1.540914 1.035542 
32.63498334719999 -3.719292 0.238237 -4.79255 
32.76002096639999 3.596898 -0.364782 3.520042 
32.88505858559999 -0.040343 -0.74893 0.327863 
33.01009620479999 1.204002 -0.258628 -0.571655 
33.13513382399999 -1.788539 -0.704322 5.870716 
33.26017144319999 -2.379485 2.009456 -1.758799 
33.38520906239999 -2.215187 -0.615629 -6.373657 
33.510249676799994 -2.205114 -0.56559 4.672413 
33.635287295999994 2.667637 0.11566 -6.629156 
33.76032491519999 -0.635767 -2.485502 0.981952 
33.88536253439999 0.349596 -0.247598 1.181363 
34.01040015359999 -0.060292 0.606987 -0.257758 
34.13543777279999 0.14445 0.026131 -6.336812 
34.26047539199999 1.686784 2.162932 -2.600317 
34.38551301119999 0.066719 2.751539 0.143248 
34.51055362559999 0.84639 1.991902 1.69424 
34.63559124479999 -1.742804 -2.631603 0.138671 
34.76062886399999 0.207626 -0.087886 -2.63502 
34.88566648319999 -0.753807 0.291391 6.930501 
35.01070410239999 -0.332595 -0.469811 -1.299577 
35.13574172159999 0.061001 0.154302 0.603308 
35.26077934079999 -0.015064 -0.003607 1.138454 
35.38581995519999 -0.196843 0.072878 -7.0768 
35.51085757439999 -1.433064 -1.479726 -3.149463 
35.635895193599985 -1.713116 -1.321942 -4.396299 
35.760932812799986 -4.239884 -0.24705 -3.178836 
