time ang_bar 
0.0 90.0 
0.12504959999999998 75.29791819400438 
0.25006175999999997 51.33696504019437 
0.37511135999999995 35.639522174305114 
0.50016096 24.928067065161226 
0.6252105599999999 18.523380032296608 
0.7502227199999999 14.718328856137326 
0.8752723199999999 12.129064892436759 
1.00032192 10.302381027622992 
1.12533408 9.021907430101951 
1.25038368 8.139978381028948 
1.3754332799999998 7.536181262934048 
1.5004454399999998 7.132840829996041 
1.62549504 6.872393126926197 
1.7505446399999998 6.718914151064806 
1.8755942399999999 6.649971782998652 
2.0006064 6.646682243984851 
2.1256559999999998 6.689384856722361 
2.2507056 6.7666542364022 
2.3757177599999997 6.870779760165587 
2.50076736 6.994841108697262 
2.62581696 7.134097686637776 
2.7508291199999997 7.285249155335887 
2.8758787199999998 7.445852700218037 
3.00092832 7.6141647749569845 
3.1259779199999995 7.788941518260072 
3.25099008 7.969216423368214 
3.37603968 8.154212624919822 
3.5010892799999995 8.343322801559081 
3.62610144 8.536005327600297 
3.75115104 8.73165403657555 
3.8762006399999995 8.929489324847706 
4.0012128 9.128528789486493 
4.1262624 9.327651353932659 
4.2513119999999995 9.525707105669673 
4.376361599999999 9.721715411235655 
4.50137376 9.915156567520144 
4.6264233599999995 10.10610996023343 
4.751472959999999 10.295605070963338 
4.87648512 10.485826391116767 
5.00153472 10.680404908262721 
5.126584319999999 10.88486784065921 
5.25163392 11.1073755210516 
5.37664608 11.359996843777564 
5.501695679999999 11.660910254177809 
5.62674528 12.03865731087671 
5.7517574399999996 12.541936994298924 
5.876807039999999 13.26684848909392 
6.00185664 14.410793439824904 
6.1268688 15.94138601854861 
6.251918399999999 17.72301735930935 
6.376968 20.389787820082102 
6.5020176 22.899714170015137 
6.627029759999999 25.651419554295316 
6.75207936 29.09262052327378 
6.8771289599999985 34.13530684359781 
7.002141119999999 37.298522699390006 
7.12719072 39.733172570945555 
7.2522403199999985 41.294516690121156 
7.377289919999999 42.85689160747445 
7.50230208 45.26469965560397 
7.6273516799999985 47.98533714266178 
7.752401279999999 48.90387184453236 
7.87741344 49.27224770074672 
8.002463039999999 49.65183449968624 
8.127512639999999 49.892132403771214 
8.25256224 48.83625217209111 
8.377574399999999 47.21947642608116 
8.502623999999999 44.60995645777598 
8.6276736 41.8251436505729 
8.752685759999999 37.80099244434406 
8.877735359999999 36.87865062679834 
9.00278496 35.78325363951283 
9.127797119999999 34.63021823831427 
9.252846719999999 32.91230785475413 
9.377896319999998 30.504849622973296 
9.502945919999998 28.825690507459626 
9.62795808 28.03296665148925 
9.753007679999998 26.78501789688104 
9.878057279999998 24.91680302897669 
10.00306944 23.373095454326425 
10.128119039999998 22.708996648945817 
10.253168639999998 22.458931306426805 
10.378218239999999 22.80011397591255 
10.503230399999998 23.554522935979712 
10.628279999999998 23.142598750276285 
10.753329599999999 22.162757658600363 
10.878341759999998 21.282312479711976 
11.003391359999998 20.686482852222966 
11.128440959999999 20.319408547576604 
11.25349056 20.046240591445784 
11.378502719999998 19.68649689062548 
11.503552319999999 19.10039493657268 
11.62860192 18.65421283829979 
11.753614079999998 18.496648478334205 
11.878663679999999 18.443481873492022 
12.00371328 18.187103849035967 
12.128725439999998 17.553622292391363 
12.253775039999999 16.57658011221429 
12.37882464 14.958074045311513 
12.50387424 14.509753265452789 
12.628886399999999 14.312427249238347 
12.753936 14.160869191519867 
12.8789856 14.003644389587771 
13.003997759999999 13.839874561490678 
13.12904736 13.689595606357384 
13.25409696 13.591108924508118 
13.37914656 13.663971743515372 
13.50415872 14.716413629447159 
13.62920832 15.111893445494983 
13.754257919999997 15.629799547050439 
13.87927008 16.363207027158392 
14.00431968 17.419443508229655 
14.129369279999997 19.113846092481246 
14.254418879999998 21.03441130325496 
14.37943104 22.882263091937475 
14.504480639999997 25.554641898000053 
14.629530239999998 27.657217725593878 
14.7545424 29.467369896433652 
14.879591999999997 31.127713945932967 
15.004641599999998 32.62440840435317 
15.12965376 34.05086856469492 
15.254703359999997 35.483067672912334 
15.379752959999998 37.817639047682185 
15.504802559999998 40.208031384675074 
15.629814719999997 39.91712642915178 
15.754864319999998 40.28837025123518 
15.879913919999998 40.127322981909685 
16.004926079999997 39.512290453619414 
16.129975679999998 38.847543683872416 
16.255025279999998 37.25285762382115 
16.38007488 36.427507576289656 
16.50508704 36.26818845177301 
16.63013664 36.51333291055762 
16.755186239999997 37.23793979007575 
16.880198399999998 37.18382296002852 
17.005247999999998 36.5224405773145 
17.1302976 35.225470157529294 
17.25530976 31.007820189982247 
17.38035936 29.107148407887284 
17.505408959999997 27.315999533519342 
17.630458559999997 25.513225794855597 
17.755470719999998 24.029781667354342 
17.88052032 22.78020526200021 
18.00556992 21.77644804993071 
18.13058208 20.96135120406485 
18.255631679999997 19.276412551352575 
18.380681279999997 19.607643130123744 
18.505730879999998 20.197943847806386 
18.63074304 19.68472612004218 
18.755792639999996 19.417853642377132 
18.880842239999996 19.359579634985145 
19.005854399999997 20.021755248741826 
19.130903999999997 20.51541232364924 
19.255953599999998 21.06942066898694 
19.380965759999995 21.988843544590523 
19.506015359999996 23.23260463902254 
19.631064959999996 25.460192914101427 
19.756114559999997 26.571901518479816 
19.881126719999997 26.972197900086268 
20.006176319999998 27.183804174828516 
20.13122592 26.95311313711531 
20.256238079999996 25.691913069328244 
20.381287679999996 23.182486026116308 
20.506337279999997 22.003472788393882 
20.631386879999997 21.047352073946932 
20.756399039999998 20.57931571420248 
20.88144864 20.08035888055784 
21.00649824 19.445399438763324 
21.131510399999996 19.211977690406087 
21.256559999999997 18.82841884268069 
21.381609599999997 18.288888284591927 
21.506659199999998 17.35083987096924 
21.63167136 17.646395765161774 
21.75672096 19.154747201880195 
21.88177056 21.401898405586852 
22.006782719999997 22.82312992972455 
22.131832319999997 24.538522953301527 
22.256881919999998 26.816380241908778 
22.38189408 28.585344434063444 
22.50694368 30.44081973584399 
22.63199328 32.212020907487215 
22.757042879999997 33.73626986810102 
22.882055039999997 34.905028498838135 
23.007104639999998 35.75211482355222 
23.13215424 36.232467955500084 
23.2571664 36.44897914801404 
23.382216 36.66079947568521 
23.507265599999997 36.44129516041547 
23.632315199999997 35.49740746494049 
23.757327359999998 34.104020990181326 
23.88237696 33.654694096495426 
24.00742656 35.66797590465882 
24.132438719999996 34.85489639217749 
24.257488319999997 33.91238695242363 
24.382537919999997 32.567457421889195 
24.507587519999998 31.47070188875224 
24.63259968 30.74652944835252 
